src,dst
6416,4803
948,411
652,1581
5516,2826
1906,114
2253,3605
161,31
3999,6542
1475,7475
5940,1841
2552,1952
5360,3252
5977,1908
3111,7019
37,5041
2504,5294
2108,5294
2879,4417
3865,2004
2259,5463
7470,1339
3547,2826
5331,6055
3681,2826
4961,860
2509,6577
4135,2996
1117,2640
948,5083
4281,6763
5967,789
7038,6031
3106,1548
286,3651
4066,4330
2268,5175
4324,424
6194,5117
3809,2230
6077,2088
7016,5491
6075,1261
3862,2056
4187,5788
6279,6918
4293,3740
4088,5028
5053,7400
98,4539
884,5448
442,5103
4651,5141
420,1557
2199,470
6380,2247
3749,85
4146,5383
3372,4299
1634,5387
6930,2125
3167,4833
1811,361
1549,361
5790,2381
2846,1974
5805,7385
32,6521
2816,3263
2475,2970
4748,2980
2647,4016
599,4124
6019,174
6989,3644
7326,31
1809,4048
2640,3976
993,264
2646,7174
3317,5127
4427,306
1920,654
6402,851
3131,49
2716,3971
4961,4377
721,2959
7092,2429
6889,380
1526,1666
5132,1226
4738,5271
2093,1713
5439,5318
7373,5862
3809,5747
7040,3178
3604,619
2330,121
1729,7071
1521,1672
946,3427
3809,2714
2936,3314
5928,6421
2196,306
2657,5619
3400,5138
950,1856
654,3026
1681,614
4296,6215
5560,4682
4223,6868
6102,6951
7000,1685
64,3160
1776,851
167,3847
6867,4539
361,4844
1524,5511
4184,6159
3809,620
3809,7036
5598,1941
7454,1074
2707,5332
5924,2865
3785,1165
6378,591
5452,3809
4461,3434
3194,6359
343,2733
3087,5738
1896,5275
3274,3844
3971,3772
3217,5030
6758,997
2465,3705
4333,7571
6143,2387
6518,1510
5396,652
5914,6499
6509,3676
4422,446
3971,4711
4029,4127
4743,2716
6997,2676
1687,6040
121,4202
3416,3146
5193,5396
5271,391
1062,3736
2356,1668
563,2857
3376,3747
764,4833
5616,3809
1373,1908
6034,4322
3682,1575
5655,3737
1436,5640
4079,6873
736,4505
190,7190
4956,4702
4727,1432
6883,4267
3687,5302
7217,4127
1548,3602
7174,4416
5930,2629
4607,1515
2721,261
6719,4775
3785,360
3427,652
1211,984
3946,1217
4416,1166
2659,2766
959,4146
1261,6174
5685,4703
7340,1860
3706,3450
1269,2093
6551,3097
6933,7363
381,3351
1817,7560
5277,6571
3971,3906
760,5599
182,1421
7002,6187
32,1662
2265,7161
2088,6333
1389,3326
422,127
4658,1803
3087,5283
193,4239
74,2827
2586,1325
5191,2074
3809,2043
4585,2264
1541,7103
5335,510
1097,2925
5560,7044
2905,324
2048,3901
2960,785
6463,2876
3001,786
740,3819
7283,2615
3620,2521
6686,4611
3153,3809
2322,1437
3361,4512
5553,2840
1222,5256
563,6374
286,1370
597,5204
5948,5813
471,369
896,5271
1154,3809
3246,4939
5765,4416
849,729
3978,6551
5110,5653
456,1966
946,4045
6140,6922
1548,703
3757,4862
6563,1363
565,5107
3034,2023
4388,6
599,3937
1289,1940
4140,6320
3809,299
4127,608
7377,5259
4550,1465
5763,3939
1902,6304
245,1904
2905,2552
5319,6931
7201,4279
5360,4488
6177,546
922,3809
2706,7038
4339,4436
1641,1052
2857,7207
3769,4283
997,7366
1322,4682
1633,2100
5107,3261
7130,2534
2097,514
4982,1280
6964,2996
4032,1660
4782,2912
7082,7189
6420,2374
2677,6458
3544,6043
6264,7496
87,2607
1086,3809
128,164
2,1745
6693,439
1032,5266
4277,6567
7150,6542
1749,1120
825,2721
6260,557
3044,1906
996,5986
3976,2640
6352,3529
1154,7326
3136,4878
2828,2281
6902,7379
3934,2414
692,6514
4386,5921
4692,6378
2985,2615
3386,3713
5132,6650
4296,3934
908,1793
5039,7425
264,5663
3567,2970
6134,3427
6268,3427
2797,4257
5598,6076
5985,5024
4135,3427
6282,6708
5962,876
7581,2540
361,3502
4196,670
1013,1967
1560,4580
5464,599
6095,3849
2088,6951
2253,6264
2614,6243
1781,3236
929,3959
325,812
2632,6260
271,3959
1548,32
4648,198
3550,680
2256,496
3809,6044
7116,4059
4308,1261
6763,2443
5999,2047
2552,4961
231,5499
432,7475
2510,5489
4332,2786
6300,2160
2721,3457
1826,3544
2970,4161
6208,2571
3952,286
3971,336
3036,1748
2258,4864
2093,7271
5792,6076
4746,332
7096,6416
2316,2590
2980,5788
3252,4032
1815,4294
2450,2590
3809,917
7541,616
2145,264
56,6787
1920,1085
7546,1899
127,22
1560,4714
3316,1923
2600,4227
7283,2428
5650,5030
4635,851
1920,4468
6548,6934
7051,2859
1491,1322
4511,815
1391,4124
2384,2128
6140,2413
5790,5040
7223,3316
4064,5199
5560,7207
5732,4281
6644,1165
419,1712
1723,3550
5861,3937
7468,114
4992,2027
5388,2027
2232,3427
1797,4253
5360,6395
7041,7217
7245,4014
6734,1058
806,5541
5715,5805
2599,1908
6243,1760
3304,5861
2455,2129
1820,1389
6164,4096
2556,491
2095,3314
1699,3314
2358,506
31,1199
2362,7041
681,4499
2758,625
3427,4921
2580,2016
7000,5499
5971,1422
1327,2395
597,7245
4859,2972
1156,2513
10,1261
3358,2283
2928,255
748,998
6080,3809
4805,4429
5715,678
663,136
4835,5769
1545,7169
5762,2187
4081,3809
2985,4172
3809,5373
7190,6535
2852,610
5342,2567
6181,5554
6140,2547
2327,5892
5610,6519
1370,3381
7272,1649
6924,2629
5016,1616
3875,708
4355,2099
7254,1043
3809,2340
3671,4850
5760,6463
6126,6032
5006,6755
5560,925
1680,3048
6559,2881
3809,3279
6961,417
5185,5185
6596,3702
5772,2501
2795,6118
921,6379
4641,3809
2383,3141
5862,4646
5876,380
6765,6140
2116,2797
3809,246
4803,1858
4827,6416
1651,2468
7549,1526
264,2093
1389,2468
5109,3096
2070,5835
1714,538
7082,2814
855,2534
5638,1905
3453,2304
2245,174
6175,3830
2004,1051
5030,6186
1267,2478
3663,4743
3553,2885
5475,4358
3713,4860
6855,6972
127,5178
3482,4173
5101,5837
7033,828
4125,7248
7403,361
708,4177
314,2560
1389,374
6416,859
3809,1535
6961,2645
2014,3809
1668,3172
6043,7444
4928,2095
2392,759
4427,3799
7056,2882
3291,7207
3625,6329
1908,2632
3902,2665
5715,7578
3332,5518
768,4578
1864,1771
1045,4886
852,3525
6456,4580
4878,6889
7514,7143
38,568
5645,5304
6421,5525
1325,7155
10,2684
5930,6227
99,1975
1515,836
2967,3326
2163,1057
4121,2187
707,5241
2405,3034
2775,2567
261,7406
3647,52
1811,605
6036,5310
5456,6721
568,1672
2629,3681
6693,4119
1793,7381
4702,597
1741,775
1187,7571
3350,997
3783,98
2737,770
3881,1387
2463,1699
1549,3988
5427,5202
2187,5965
7115,2307
5981,6542
6024,762
2438,3332
3783,3481
6438,3785
2224,6786
1467,391
4951,2240
2058,7248
5331,17
3326,7177
3737,2547
5015,3164
6646,1455
7038,6409
5983,7527
4217,6567
297,7571
7247,332
1297,5056
3656,114
5178,5787
4803,248
5331,6783
4708,5114
1745,493
3794,7403
967,3609
3809,5991
4127,2328
2556,2398
7248,4125
4376,6038
6329,6070
1069,4825
2093,2896
685,3896
5735,5331
1776,7161
3809,2958
6426,2970
5008,7446
3697,4437
5598,4279
6131,6994
6864,4135
7485,281
2640,32
3544,6824
6304,2980
127,4507
6352,3960
6713,7349
6699,7451
2895,3934
3158,372
1339,340
64,960
4172,7332
3694,5078
4229,1450
2016,6217
562,4620
4710,33
331,4687
869,1330
5434,1030
3651,655
1328,5816
4687,49
5490,4345
6919,7575
7179,332
2277,2959
150,5026
5709,2174
5105,3191
2216,3245
6715,2857
6290,6091
5787,2996
4708,1276
2003,5581
4682,4027
738,6889
6037,4864
4387,1635
990,7110
632,2706
1960,5130
6442,6081
6180,6081
127,3702
1842,7326
4237,2041
4729,2503
732,3287
947,997
658,894
4419,1523
2187,5294
616,3112
3971,2861
2957,3226
3358,4324
3925,7589
4088,2857
4298,4387
6426,7426
6462,7083
7197,887
4862,3971
7558,112
610,2516
5486,2078
4600,3971
3960,5331
558,4046
7146,5271
1485,3682
3657,4741
5760,2088
2826,2369
2860,1199
978,5571
2378,3899
5924,6626
320,5571
258,4693
922,1475
1228,993
1164,1008
1771,4426
6886,2284
1444,4031
3113,332
93,3313
5652,2905
5862,271
3809,2287
3814,6795
5146,5019
3745,4746
6195,2366
7568,3809
6585,6493
2941,4951
3713,5962
1772,5967
2369,3971
3702,7493
5175,6888
1952,7066
3468,681
6847,1016
1339,6085
6081,3203
1194,3452
3971,5439
3116,2673
4055,6076
4014,3823
7286,7479
6551,5569
3559,4182
6558,4296
6580,4055
5489,2510
6769,544
1774,2980
2853,7174
1053,3220
5704,220
3367,979
3499,2596
4736,3966
5491,2556
1322,4576
2829,2801
7426,3702
72,4664
3952,851
6744,3116
4287,5271
2764,4069
6668,88
4746,3341
6986,2649
2738,404
6222,2253
3142,5183
5470,174
843,3760
31,1630
1419,4859
3809,1482
5194,5194
4337,1601
1415,7369
947,5803
2547,55
7218,7321
3290,4300
3849,5984
4859,3403
4377,1939
2324,1703
5259,4276
1138,3304
1785,1425
5367,3809
6724,1309
2677,286
3809,5804
2596,3330
3435,867
6910,7326
2330,178
6846,3369
6743,2490
6693,683
6445,581
4786,4968
7146,7044
7433,6320
7502,5925
3809,6154
7223,848
2911,2560
3809,3710
1548,3525
3468,1165
5135,3809
5531,3809
1363,4711
31,7241
432,1169
3087,1473
5877,1413
2704,4152
2685,3910
3497,3034
4469,723
3581,1981
4959,550
2385,1174
2751,4907
7364,6341
3971,6862
7299,1782
7319,4878
6705,7459
3387,6811
340,3273
6312,2280
6463,4893
2170,6847
754,1570
854,3494
4673,3347
7407,3944
5561,3809
4499,3194
1175,3320
3809,4999
5529,6715
887,2099
4366,3604
6260,3029
1767,6615
5769,3923
614,4192
3809,1966
2534,5030
908,6359
2904,3809
4953,6555
7493,7101
1737,1488
7150,5981
2088,7195
1681,6282
3386,2802
1248,6400
3934,1853
3970,1510
985,1102
279,6538
4099,1920
4078,5015
3809,6288
1782,7273
5132,2706
5975,1705
6238,587
7272,2564
4221,6232
1838,4172
2115,6924
4133,4133
1361,7216
7032,633
6875,7065
297,3330
3351,1653
3435,2290
3063,432
587,2345
4990,2249
996,6714
798,5009
6705,3621
886,4856
1309,5713
127,2360
467,7124
3439,719
3809,7577
3498,1299
3305,3348
3360,3809
7279,860
3098,3809
1902,7166
3261,5493
3488,6438
3923,5612
1681,5477
5012,4078
996,4620
3692,1515
7207,2677
2556,4923
1637,6868
837,3809
5432,3883
5262,1782
2385,2597
3056,550
2901,3645
6139,2055
1096,3511
3883,5432
222,503
6335,3687
4874,3363
2491,5467
3621,6186
1971,2957
130,3166
1539,5020
4474,3621
885,66
311,2423
3609,5802
5739,3252
4796,4611
1339,2865
3715,3754
1129,3809
3427,7259
605,3809
5144,5294
1548,760
3194,5745
7509,3550
6291,732
740,5165
6700,5855
6774,1640
3809,6772
3891,2640
5174,3601
3500,540
1731,6479
4398,1690
2180,1387
332,7033
7068,7190
3491,2706
3701,264
6230,3647
1293,3809
419,801
4512,6141
635,3809
683,93
1870,1346
5034,3971
7393,5445
2847,3543
5629,1902
882,5406
6215,5409
6239,5803
2564,222
3543,3246
3469,3297
3971,4447
4420,3519
5681,4721
610,719
3103,2193
2552,4534
4135,4289
6258,568
3787,2825
3809,2584
2472,4770
2708,351
2274,4031
7088,3469
6377,3643
5837,6173
5942,2025
1148,6437
2242,5247
2567,2563
3358,1372
925,915
188,7038
3659,2266
1666,361
4703,5685
4355,6665
4124,5978
7281,7432
4313,6439
6985,2186
6460,3304
369,633
515,6120
7523,549
2743,7111
5262,172
2521,1814
6626,2253
3959,6850
6920,7426
979,4534
1557,2296
3430,5008
5699,3556
2411,3339
3469,2492
1196,38
6230,3192
270,812
417,5935
3034,5947
5107,419
6868,6862
3279,6717
6890,6621
4127,2088
2702,4427
4029,1553
6924,3007
1339,2194
5463,6847
948,6510
6891,615
3971,1548
5750,4433
3809,2718
6450,7288
2610,5777
4738,6564
851,3544
3330,3622
6442,3613
7452,1032
5681,6144
5342,262
2675,4859
3905,7502
7241,31
3664,6127
7082,5636
7263,1510
1791,2826
7369,6632
3809,4007
4296,153
7162,677
1620,500
1155,2615
4794,1369
3772,2627
5580,6442
3684,3746
3809,7390
255,4021
3978,5132
3102,4495
2980,368
1821,2826
7088,2798
5100,513
614,1106
2532,2837
6912,7453
4252,4553
5162,610
6354,709
4325,7283
6386,432
343,993
5171,3547
2321,5219
2481,6440
4470,467
6743,6304
848,6763
7426,3328
7223,1279
7135,4842
2627,5676
5810,6099
5732,2244
7571,1208
3893,836
5749,5631
871,5434
3314,7545
7082,2737
6700,6607
506,2303
3809,1108
3587,2227
3162,5461
5183,2187
3323,6318
4333,3737
7385,3677
3195,656
7023,6479
638,4859
4480,6416
6577,4672
4977,806
4808,1751
5967,7372
1898,174
1583,1102
3789,82
4124,4502
5041,1730
4296,1576
6722,4272
6371,3291
4848,2089
1040,5778
4168,2330
5560,4015
6253,2481
294,5399
5877,3133
462,4983
5803,740
3469,1016
4649,5262
4702,170
3415,1719
4989,1166
7134,2122
2149,2802
3809,303
786,3767
3613,391
6221,849
1402,1821
2429,5071
6037,5458
4586,7542
1510,7016
1792,286
3562,3809
3809,7316
219,687
2058,6821
4682,5560
721,1837
4355,1001
1430,836
5740,3959
7326,3231
6579,2250
3146,5062
3913,5729
1697,3809
5388,3507
5238,6192
1528,7006
6308,4416
6311,1681
3809,4625
4884,941
4015,2249
3631,1320
2583,7581
5566,746
2801,2556
3592,3809
5748,6644
321,2253
7250,361
443,3936
5710,3908
2234,1920
5560,177
1143,7545
16,6343
532,7391
286,3952
2244,4328
4078,3702
1989,3809
2123,3809
22,4845
1876,7315
828,7160
5518,4088
3532,7326
922,6041
593,7263
194,5302
4449,6274
4447,1475
3504,2834
3712,5981
1649,7309
2826,3902
467,6400
3297,7459
4859,1419
6879,3427
2837,3502
4084,4806
3809,437
1605,786
7332,6378
613,3192
821,6339
5699,120
483,3311
340,5477
3714,4714
2516,7244
4089,1393
3598,4539
504,7571
4203,4124
961,7258
3478,2902
4426,197
2186,4107
212,6416
1673,324
1791,6961
652,272
406,997
456,360
5330,6265
6965,326
3327,4426
6603,7292
6186,3971
403,699
652,3655
3809,5109
1287,3671
2059,4682
1603,2187
2320,4457
5959,3965
6693,6404
4031,2677
6551,5008
5209,6096
2652,6889
7320,3304
7072,3956
2481,6253
3713,3307
3350,6665
867,3435
1242,2558
3437,1157
2057,5925
7590,4296
6642,5311
881,2552
1201,5940
5167,2837
5012,5932
6466,5085
6371,4259
7560,3895
7479,2775
354,591
3241,464
4280,3539
1935,5935
4089,3971
4354,3488
4841,6050
4906,6445
3005,6603
862,997
459,6242
557,361
2119,5463
5956,260
7351,4660
1666,1731
10,7547
3131,2928
2883,2826
5135,1959
7401,7406
5011,203
6186,4105
5577,614
5360,2077
4319,2339
251,3445
3427,5141
113,5955
2866,6794
3809,5243
457,7485
3908,2970
3495,1111
7552,3788
1222,5073
7430,2859
7049,1447
3778,7061
760,6705
1323,3435
5268,5871
3568,835
4942,1914
188,3281
3550,4201
5271,692
4582,5543
5525,4746
6848,6826
1920,4822
6514,5260
7283,338
3241,6075
1548,520
6962,3141
5854,2935
2382,4129
2330,3939
3469,4212
236,3702
310,3651
5165,5342
614,2342
5519,7560
4397,286
1126,5900
6797,2515
2153,3488
1375,6604
6783,4337
5788,5506
5139,5060
6011,4989
388,3692
1585,937
2187,3257
2534,7502
4492,1462
3907,3283
3934,3386
7117,3809
6855,3809
1502,6537
5363,1920
3133,7272
3934,6769
2657,4310
2142,6116
5924,1206
5528,1206
3621,3047
264,219
4105,4557
6755,4517
4019,7257
6813,3933
7543,3809
6980,663
6682,1006
6885,3809
2993,445
6675,3999
1671,6881
1692,5506
1936,4146
1313,4921
5019,5651
341,1378
260,4422
1686,3971
4327,4377
320,4473
2706,6050
3544,7149
2241,1749
1472,255
3122,3484
6167,2253
984,7082
31,3781
2980,2088
2983,5769
4757,174
7463,5893
6862,1731
3809,7016
7581,1418
616,1209
4826,3916
4652,6015
4160,857
4834,5497
3906,5636
4916,3809
2567,579
3484,1971
3809,1539
5015,3034
4153,5513
5796,7571
1920,7184
5593,2516
1604,3915
2093,4860
6886,2475
7132,5914
3806,5405
5788,2957
7531,3933
4664,5436
5877,5658
6304,1561
2933,5251
2403,2807
6410,5929
5498,2629
1654,6661
685,6799
4859,6843
2414,3905
3727,6051
6397,971
3809,5861
5349,6478
4239,1473
5257,6889
3146,7237
632,2442
4422,3809
5009,1125
5332,4030
5485,5026
4014,4014
1548,6615
3535,5477
1110,6389
976,3191
6041,5658
2970,3978
3809,3767
5822,632
5555,4452
2005,6487
1716,2412
5744,941
7041,2362
4852,6961
6693,1090
5623,422
1891,723
3959,3711
4929,4929
4452,3809
6183,4960
3621,1437
3003,2556
3915,3604
7043,6572
3237,4480
2640,6668
5477,1536
186,5142
4785,2706
6693,2029
740,66
2085,2659
1548,1488
7441,202
7479,494
2826,6077
1635,3362
4701,5452
6416,5678
432,5548
3388,5026
6528,7065
5015,6551
5948,2060
3671,7566
5178,5791
6489,3138
1654,6795
4364,2834
2099,5159
5506,5098
2157,2885
5202,900
4899,899
2645,5857
1709,1971
2617,3809
2097,5271
7128,2492
7398,4073
6663,4607
2437,6093
2172,2412
685,7283
630,5132
3543,3974
1437,502
1686,1206
5846,1352
1143,5882
6048,1486
7574,2959
5834,3220
4163,6284
5770,5679
6372,1583
3034,2003
4541,228
2980,2706
3955,4076
2826,2239
782,3809
386,3809
1174,5353
899,5148
1647,2567
210,3583
3914,6896
3809,1218
2510,3696
4664,1732
4253,7116
7326,7179
2582,6982
7446,4063
443,3562
6236,2826
3959,7578
6476,3976
4031,5202
483,1648
3733,5545
2110,4893
2970,3307
6416,4864
3809,5540
614,1350
4191,3390
3735,7311
5714,4592
5421,6033
4488,5828
3096,5109
2060,4025
5972,6321
860,1756
4628,5084
5882,1143
6436,2483
1212,1649
83,6036
5817,6383
690,32
3809,3446
3427,7316
6919,6774
7372,892
5183,2081
2672,7383
6420,1199
1643,7470
714,3809
2569,4252
6335,5033
3823,4283
7515,2863
2358,7223
3636,1424
5594,2554
3604,2640
717,2767
1071,1013
1902,941
291,4056
1609,5792
4384,2980
616,1372
3809,4735
7283,5896
683,150
1051,1300
6371,2596
1594,6423
2088,3548
5758,1615
3934,1239
3392,3134
4553,7138
4835,6070
7082,887
1664,3220
3809,5674
2369,3975
3862,5500
2597,6054
5787,3484
7571,297
5410,1282
3056,4124
2409,341
4675,5788
7283,3802
6618,6795
3330,6578
2959,7574
5936,1513
7033,6256
5211,291
2239,4252
486,4308
697,6972
2366,4027
5876,681
2245,3508
4072,3401
1658,6192
6333,2088
4464,2693
4507,7493
7000,2551
2707,5259
690,6932
674,2265
5813,517
3674,1261
5399,7293
938,1557
3809,4869
7350,836
1424,6146
7455,98
2100,5197
1548,2240
1699,1655
2330,5659
2187,7071
2099,4972
5205,1765
6860,2140
4086,4588
2632,2991
2489,993
5178,127
2437,2523
5294,3685
2901,937
459,1680
3621,3478
7518,2490
759,7045
6941,5862
5636,1355
6076,1627
7485,3481
931,5058
4422,1662
1588,7277
1180,5762
595,2857
6416,5
5514,3809
686,2975
4029,2899
209,1101
4397,851
56,2579
1580,6635
3450,1502
3978,7283
5091,2171
3453,5183
1262,5013
5496,944
6729,5016
3842,979
1013,1276
7355,5478
1561,6743
2342,4864
5678,3809
3030,2232
4506,7560
721,121
538,7584
328,3802
1932,270
4282,6354
5877,2706
6166,365
4053,2330
2730,6666
6769,2321
7428,5175
5673,432
3830,6230
3522,6077
3809,5353
411,2524
1046,1574
6550,4677
3427,2807
113,3621
5211,6036
1644,2432
1713,2037
1699,2139
3767,5127
1050,1693
1920,1549
146,536
2157,7154
4282,4260
185,3874
4490,7407
2733,1837
5446,3809
66,6434
7117,5663
6714,4492
5026,7387
6323,2392
2405,3469
349,5968
1526,117
1851,3849
913,1580
3501,7078
1369,2385
1654,4998
5062,3819
587,2349
4248,5026
812,4911
7393,993
3748,3922
6428,5976
3809,1165
913,5902
3895,185
1326,6071
2465,6344
3150,31
4294,4620
6271,1828
6224,3702
1733,3951
33,5331
4121,6355
2311,5877
1079,3161
1743,6359
4769,6576
3971,934
5330,2671
3052,2879
6030,2116
4337,2223
4227,365
1384,10
632,5101
721,6082
2414,3531
709,4567
3586,3752
3300,914
2269,2618
7040,6890
3671,1581
5030,1628
764,1995
4568,3260
4819,627
1574,1046
297,2529
7272,5146
2807,1920
2149,1920
4535,4251
1971,7283
3846,6658
3447,3943
7110,4037
4219,258
5528,3194
6584,5684
6131,4396
2093,3681
97,6231
2017,2905
6066,1557
2552,3249
3809,3743
6287,213
5934,849
4850,5201
517,6036
6799,361
5025,5956
3273,7146
1066,616
5062,4303
4515,5854
3737,5560
3608,2706
3885,5458
7309,7256
5158,2321
3604,5970
1410,3809
240,1971
3547,740
609,3531
2238,5883
523,6231
2888,6931
2599,6828
5051,5083
7475,2980
4512,6495
3034,340
601,2889
1165,4917
1695,1699
1681,5965
5991,2672
7445,1825
2280,4604
1493,5914
5636,229
502,6293
3847,628
5139,4149
887,6104
1633,3450
2409,3671
2951,5940
2999,504
2329,3153
6281,7322
3702,5350
7261,6784
2168,1515
2216,997
7477,2652
4734,4221
2700,6479
1389,2716
5019,418
1340,6961
454,2438
2262,6253
729,391
636,1166
5016,120
255,508
3610,3667
5917,4951
6010,5142
736,2501
5309,2062
4063,5864
31,1931
5684,7574
3819,4191
420,4143
4078,3893
230,47
5259,4577
4149,3544
258,3034
3809,6105
464,5354
2188,2116
2088,946
4655,4813
3638,3971
4147,6100
2602,5139
6260,4135
3304,2405
6463,6938
5981,2468
5346,4172
4859,1610
523,3682
5428,4736
1959,1475
5175,1846
85,3456
4565,2826
3698,4961
4534,1261
3787,6696
3713,331
1664,1557
332,3333
2579,2122
2556,418
3860,7174
1339,6870
6050,4675
4099,3026
5805,4844
1466,37
4771,3833
6782,6287
7223,2088
294,1536
4602,614
1548,4765
7255,4255
3244,5895
6967,3034
1967,962
4539,5927
6774,5645
6461,5148
36,2409
3706,1230
6961,5471
1443,3436
6384,4147
685,6238
1621,5428
2837,5921
1183,5202
6487,6719
776,3323
6058,1883
4014,3453
2102,6640
6400,5030
1448,1686
455,3682
1680,2975
5257,851
417,946
3073,6548
3908,3966
7065,5420
3906,887
6355,4506
2155,3241
3258,851
7334,360
5508,1601
7332,6703
3087,7385
6416,5913
3809,173
2572,3529
6563,4620
1372,2980
976,2980
3273,3576
5372,5877
5940,2951
4546,3849
7430,1761
6404,3809
2629,7446
6416,2880
4826,6872
3427,7426
3809,7528
1939,583
2957,4279
6799,174
2826,5516
1766,6290
5331,2843
6812,6263
2540,2678
4688,3151
1883,3842
993,6717
6477,1062
6626,6258
4441,6657
2428,3376
3713,1754
6230,3814
3809,1462
7496,3670
4280,5019
6830,3809
6828,2982
174,6799
6898,1469
4474,3572
4952,164
6306,3809
652,947
6175,5046
3809,2401
459,1306
6890,7243
997,2113
4185,5132
4154,3567
3813,3274
5523,1858
1902,5373
150,6563
1322,368
4727,1924
2970,6934
740,5116
5984,1664
3673,3644
6732,3809
455,4166
5452,113
6577,488
408,6040
2392,1975
3307,2540
3491,5101
3809,3690
7324,4852
2477,3776
6329,3769
1253,5085
5271,2172
943,4105
3178,3823
633,7097
7574,304
4845,4215
1732,6251
3809,4629
5125,6484
7215,371
341,2724
6294,5653
3809,1596
7047,4170
5569,4431
7482,4098
6489,6094
3065,4296
2867,3557
4990,3034
3576,2556
1712,7477
3314,2556
1425,1785
5917,2670
3809,4979
3002,7165
5111,4492
5383,2736
7332,2060
4491,88
740,4311
781,902
3971,4748
6140,3092
2564,3906
4042,4399
1647,262
6162,1161
4016,7150
3809,2885
6882,3702
323,4373
6784,161
669,2566
851,328
2699,5262
4793,3809
2468,1165
4416,853
2174,718
2614,7406
427,6416
3450,3706
4441,5047
5740,6541
754,6811
160,4382
488,3659
4151,1309
5441,997
6227,1906
131,2109
3809,7207
2412,2172
6817,459
53,4670
6822,803
5751,5360
5560,5792
3600,4589
454,2735
1032,497
7548,2600
5624,300
4299,1557
3934,678
849,2510
6552,3544
210,7478
6719,274
5019,1654
2562,3809
2696,3809
32,1699
2038,3809
5139,258
121,7406
7272,1389
2786,1982
1819,6919
7166,1902
6708,2744
3411,2973
5028,3810
7350,1430
624,3681
7430,7051
2915,6714
2724,7146
2464,3809
1883,5749
7124,336
504,3737
7350,5752
1612,2253
6744,5942
2061,1325
2854,7377
3308,3383
161,4337
2270,7326
3809,4308
2603,561
3193,3810
6343,6537
2711,6510
7477,50
99,426
7038,2632
3626,659
6136,4746
5967,7189
2688,2362
6812,599
4893,5813
3484,5679
5675,372
6518,1815
2312,6397
3874,7527
2859,2594
5808,7317
2315,3662
2119,340
2449,4416
415,258
270,1597
1118,7356
913,3918
7566,6292
692,2229
5026,4248
6870,3556
6553,6323
7188,4619
1389,2342
916,432
5002,629
3792,4088
6806,538
2613,4416
5811,5871
7332,7000
1544,3384
341,5570
1313,2697
2729,1558
5790,3304
361,2250
6099,4059
686,320
6520,1837
1902,4031
6836,6015
504,1777
3508,2235
3143,1548
779,3702
6374,2951
4257,7426
1203,997
6187,6508
2560,2661
1354,5330
3723,1076
4235,6886
997,2060
1088,1424
1745,233
4553,779
3895,7195
1557,182
2596,3257
3241,2241
4972,4146
6621,734
3558,5331
3823,2596
5573,579
6676,1195
7398,3809
1744,7363
4416,7082
340,1911
7571,3737
1680,3406
2187,2456
3742,4859
4279,368
3809,3637
5777,759
2688,4135
3755,2088
5238,2171
7173,1597
6175,3249
4974,2098
31,4724
3809,604
6416,6344
3131,5644
6515,6323
32,7578
3984,5331
3971,373
1703,4679
7326,3532
941,1912
6015,523
7231,262
5787,5769
6210,6626
1802,6378
5171,5271
3827,2314
3861,7560
881,7496
7335,2305
610,6444
5681,1586
1672,4053
6149,3906
5350,2735
1974,6081
2647,5423
6076,6811
6654,2321
3930,6384
6432,4194
5513,1975
3068,2447
5026,3577
5633,6241
7458,3809
6980,801
7592,3809
3483,1908
916,2205
6989,2018
2920,1236
3971,1662
1120,1446
175,4422
7097,797
2412,4213
3809,2832
3145,6050
5197,3809
1322,6276
7012,2187
4388,1950
2970,6426
5262,2514
5651,1535
5298,2171
3809,6215
1920,5444
2004,6081
3544,282
7245,668
5913,6416
1050,2555
6303,2629
477,2693
3142,4439
146,3842
5769,2695
2957,3905
521,521
3685,3146
1014,6281
2186,6502
6838,7110
5885,3809
4217,5636
5623,3809
1870,7205
6354,2567
2625,133
3511,2212
3506,1868
5679,708
6164,1689
1036,6979
6917,4370
7383,5863
5685,1654
4293,3187
3195,3669
2039,1729
91,5259
3233,1709
2111,851
6869,165
2595,3115
3252,1170
6979,525
3923,5539
1488,5009
2797,1529
6436,4447
5763,5667
6386,2640
7153,3307
4042,6924
1539,1564
4161,1920
4995,3809
1626,5882
2414,7426
3959,1971
6258,3394
2216,3469
3787,5651
454,3971
4129,2382
4781,7263
7316,2547
6398,7346
887,66
1907,2899
2447,369
5384,3769
4319,3445
6759,2629
3338,4512
3809,6349
5132,2767
3862,6175
2831,4681
5035,2834
3111,6950
1884,4578
2352,2202
292,5491
1032,6055
4468,6170
6436,5736
5684,6663
4337,991
997,7000
1766,2078
6374,2414
4309,5359
4276,2967
3500,3500
5606,556
7469,4078
3809,4255
1503,6579
1128,286
5026,5350
692,887
370,836
6896,1183
5978,320
2462,5349
991,4337
6297,2517
815,6555
3809,2161
5693,1090
5928,1896
3848,3809
5396,4287
4453,5838
848,5722
1462,3141
6961,238
6868,4211
3893,2239
4635,4539
123,3187
4618,6063
504,3818
4934,1573
1610,1699
4557,5787
3363,3363
2119,1576
1064,1940
2494,699
2671,4533
5871,6623
5434,3616
360,5759
7383,5192
6010,4715
6803,6603
1261,10
2240,3034
5636,2030
7396,1455
